user,comment
djpeterstyla,Jealousy makes people nasty. This girl is on holiday. Maybe she had a few drinks last night. Let her be. Love you Britney! 😘❤️
miss_l_c_z,🙄
miltey1969,😉
hughschurtz,Happy Holiday See you in the Stage soon Best to you
misha_spiller,Pretty 🔥
wkhanage,Hatney
reisdavaquejada,😍😍💝💐💐🏇
lilmissronja,Needle please get your makeup wipes 🧻
tashacoverley,@markmcewen
roxanne_cody,@jrzangel74 🤣🤣🤣
timtim85,#inventedshopping
maddischahoo,@zaraeloise rely beautiful purchases
pinkpiu,😮😮😮👍🌺
theresiadewi20,Oh @britneyspears my idol
litttlejules,@ashleyrhigginss glad you’re following this also hahah
awclickthat,@oh_soda 😂
s.contreras7333,What fame does when you start to loose it all...u start to loose ur mind😒
rosen_kostov97,🔥😍😘😍😘😍
liquidaloha,"How much did you spend on those hats? While you deserve it, being humble doesn’t go on social media to show off what you got. I know you donate to charity, but can you imagine how you could change someone’s life with the amount you spent on the hats and I’m sure other things while you are on vacay."
y_as_l,I love you Britney
danielberty122019,Cool sa va😍🔥🙌
houseofbritney,SKINNY NEEDLEEEE ❤️❤️❤️😍😍
aimeeenolan,@josiemcenallay
allieellen,@laurenjgxx
misselaynne,@erindoh16 🙈🤔🤔
mzmercedesgal1,🙏💕❤️❤️❤️❤️🦋⚘🌹⚘🌹
rnl0903,💯 agree
go1907,🤩
meliissa_sousou,@manon.b29
sjreilly85,@jen_jenx0x0
roobeli_freedom,Hey guys ... check my story ; follow me  please😍 ... thanks so much💋
be.rt1416,💓
raroscot_leader,Looking gorgeous as always Britney 😍😍❤❤🔥🔥✅✅
superman_6.6.6,👌😉
megan_.markell,این چه کارست؟
priscilanaves_,As comprinhas @agathaluuv
tatiana_taniucha,🤢🤢🤢наркоманка что ли?!?
eleanorsmythe,@jackivincent_ljhooker @beckyvelcro got all this money and that’s what she gets 😂
sorcha_herlihy,@deirdreoconnor87 again so random 😂😂😂
houseofbritney,❤️❤️❤️❤️❤️❤️❤️❤️❤️ QUEEN
daiziemayjones,Sorry but you look like you need a good scrub👌🤮
sofia_ostapchuk24,Vz✅
stopyrajoanna,😍😍😍😍
notyourusual_guy,Come to #New Zealand Britney
indah6045,eye liner 😱😱😱😱😱
anuta_ost_anuta,"Ну на ведьму ведь похожа!! ((( и ведь если расчесать волосы и глаза так не красить, то будет совсем другой вид! Бритни, вернись!"
nozhi__vladikavkaz,👏👏👏👏
nozhi__vladikavkaz,👍👍👍
tunaxbritney,Those emojis
miss.brandyscott,💜💗💕💜💗💕
miss.brandyscott,Love you hatney
thaisebragaa,@dsangaletti eu to cagando
47_support,What Happened to You ?
blondyss67410,💖😍
jillstephenson_,@brookeybum86 😂 me: ‘that’s it?’
nat_____mariah,@kelseydinan
hikarugiogio,@cristinacaldana commenta i post come me
kim_e_ari,"Dear Britney! I love you very much, you are such a nice person and talented woman.But please don't put that awful black eyeliner and wash your hair every day.I'm sorry for being so rude🙏🙏🙏"
kim_e_ari,"Dear Britney! I love you very much, you are such a nice person and talented woman.But please don't put that awful black eyeliner and wash your hair every day.I'm sorry for being so rude🙏🙏🙏"
trinhvo81,@seanonthegc
randallabrahamson,Been followi
jerrybaldovi,What are fans britney fav song
rupert_p,"Still , and always smash you Brit ......ever since that tight red outfit .......oops , I did it again"
hendrixpaw,Wtf 🙈😂
jerrybaldovi,Ya my loneliness is killin me
steve_rotolo,Hats 🧢 on Point
n.bazlova,Умываться нужно хоть иногда. 😂
christophekondratiuk,💔
abramovich8888,"Britney please don’t use much eyeliner,"
linariyaufa,😐
mike_vivila,❤️❤️
humble112244,😬🥴🤔
dream.grower,اصغر چطوره
alisakoliak,"Чего же ты так херово выглядишь, Бритни???"
tajana_tajci,"@darthvaderica šta je sa šminkom, šta je sa čelom 😱"
farzstar,"Almost not recognise , are u okay ?? Btw, body still remains"
hen_cohen9,🔝🔝🔝🔝🔝🔝🔝
hen_cohen9,🔝🔝🔝🔝🔝🔝
hen_cohen9,🔝🔝🔝🔝
hen_cohen9,🔝🔝🔝🔝🔝🔝🔝🔝
owni.h,@luna_hamwii
madybear_88,You look like you got beaten up
eubanksstephi,?
mohamad_sedigh56,❤️👏👏🔥
domi_nache,I think people are reading too much in Britney's posts 🤦‍♀️🤣
moniqueu,não aguento esse olho esfumado preto
peggyfrischauf,I Love Love Britney 💖💖💖💖
dcharboo,@ijonny87
victoriareeve82,@hollyjane_t 🤩🤠
laura__vennard,❤️
dolegaagnieszka,Britney you are so lucky to being in different biutiful places
vadorodesigns,Love you but try to relax and slow down in front of the camera.  You seem really nervous ❤️❤️😍😍
kls89,@becwest33 @clairemcnulty @clairecoyote
aliashraf2611,baby u got  wrinkled on your  face
caddyisbright,Chill bruh
caiosbr,💖
hasmirilka,💓
mariya_broitman,@alina_shevtsov @alina_shevtsov  בריטני איבדה את זה לגמרי 😓
mariya_broitman,@adikogonia
mia_miauuuu,I love you so much. Take care of you. So beautiful hats you bought ❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️ You giving me power 😍
itsemilyreid89,@abiturner @megccarson @holliewalsh89 Beautiful Beautiful purchases from a beautiful beautiful place 😜
seusjun,😘
llamaface05,@adi____kelly iconic.
